Month Name,Agency,Description,Borough,# of Incidents,Response Times
2018 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,800,0.50
2018 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,152,0.00
2018 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Unspecified,4,0.00
2018 / 01,FDNY,Average response time to structural fires,Bronx,792,309.55
2018 / 01,FDNY,Average response time to structural fires,Brooklyn,982,280.55
2018 / 01,FDNY,Average response time to structural fires,Manhattan,690,303.86
2018 / 01,FDNY,Average response time to structural fires,Queens,520,307.82
2018 / 01,FDNY,Average response time to structural fires,Staten Island,94,318.28
2018 / 01,FDNY,Average response time to non-structural fires,Bronx,534,400.81
2018 / 01,FDNY,Average response time to non-structural fires,Brooklyn,1194,359.58
2018 / 01,FDNY,Average response time to non-structural fires,Manhattan,760,396.20
2018 / 01,FDNY,Average response time to non-structural fires,Queens,838,391.33
2018 / 01,FDNY,Average response time to non-structural fires,Staten Island,64,383.42
2018 / 01,FDNY,Average response time to non-fire emergencies,Bronx,13638,574.57
2018 / 01,FDNY,Average response time to non-fire emergencies,Brooklyn,19730,485.59
2018 / 01,FDNY,Average response time to non-fire emergencies,Manhattan,14494,542.30
2018 / 01,FDNY,Average response time to non-fire emergencies,Queens,12830,551.91
2018 / 01,FDNY,Average response time to non-fire emergencies,Staten Island,3472,508.46
2018 / 01,FDNY,Average response time to non-fire emergencies,Unspecified,16,916.75
2018 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,1078,477.14
2018 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,1402,483.87
2018 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,950,439.86
2018 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,1114,487.07
2018 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,276,466.15
2018 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,8,668.75
2018 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,22796,595.36
2018 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,26884,583.13
2018 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,21506,554.25
2018 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,18114,575.41
2018 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,4306,543.19
2018 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,54264,829.90
2018 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,63152,765.10
2018 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,51738,766.80
2018 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,42654,654.69
2018 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,9264,605.01
2018 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,174,1117.69
2018 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,4544,522.35
2018 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,7318,449.10
2018 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,4888,508.04
2018 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,5146,476.83
2018 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,1324,459.06
2018 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,20,937.80
2018 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,23996,569.79
2018 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,28500,529.90
2018 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,22982,528.13
2018 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,19284,524.25
2018 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,4578,490.25
2018 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,52,827.19
2018 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,11530,50.00
2018 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,18514,46.77
2018 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,14930,59.77
2018 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,11760,41.57
2018 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,3024,56.91
2018 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,34,11.76
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,1326,36.07
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,2176,57.99
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,1450,38.26
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,1358,34.74
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,158,52.50
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,1326,62.00
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,2176,40.65
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,1450,57.53
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,1358,62.65
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,158,43.75
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,1326,1.79
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,2176,0.82
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,1450,3.93
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,1358,2.18
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,158,1.25
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,1326,0.15
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,2176,0.54
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,1450,0.27
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,1358,0.44
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,158,2.50
2017 / 12,FDNY,Average response time to structural fires,Bronx,852,314.77
2017 / 12,FDNY,Average response time to structural fires,Brooklyn,1066,268.91
2017 / 12,FDNY,Average response time to structural fires,Manhattan,730,306.02
2017 / 12,FDNY,Average response time to structural fires,Queens,570,301.14
2017 / 12,FDNY,Average response time to structural fires,Staten Island,132,310.25
2017 / 12,FDNY,Average response time to non-structural fires,Bronx,588,365.93
2017 / 12,FDNY,Average response time to non-structural fires,Brooklyn,1072,337.97
2017 / 12,FDNY,Average response time to non-structural fires,Manhattan,914,456.43
2017 / 12,FDNY,Average response time to non-structural fires,Queens,666,374.84
2017 / 12,FDNY,Average response time to non-structural fires,Staten Island,60,334.32
2017 / 12,FDNY,Average response time to non-fire emergencies,Bronx,11674,541.39
2017 / 12,FDNY,Average response time to non-fire emergencies,Brooklyn,16792,454.93
2017 / 12,FDNY,Average response time to non-fire emergencies,Manhattan,13382,512.40
2017 / 12,FDNY,Average response time to non-fire emergencies,Queens,11332,529.33
2017 / 12,FDNY,Average response time to non-fire emergencies,Staten Island,2930,482.52
2017 / 12,FDNY,Average response time to non-fire emergencies,Unspecified,24,827.00
2017 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,1040,461.37
2017 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,1326,459.00
2017 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,964,435.59
2017 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,1112,472.61
2017 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,286,432.51
2017 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,4,935.50
2017 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,20414,564.30
2017 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,24532,547.59
2017 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,20900,539.57
2017 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,17546,559.25
2017 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,4016,528.34
2017 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,42,700.18
2017 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,49412,714.45
2017 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,58632,675.14
2017 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,49930,708.47
2017 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,40628,630.86
2017 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,8870,600.70
2017 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,184,923.06
2017 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,4352,499.71
2017 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,7456,428.77
2017 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,5312,497.06
2017 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,5518,478.01
2017 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,1284,437.79
2017 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,12,748.14
2017 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,21610,535.73
2017 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,26270,491.79
2017 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,22614,507.43
2017 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,18662,504.61
2017 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,4344,474.82
2017 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,42,630.68
2017 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,10242,53.09
2017 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,16794,53.67
2017 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,14560,60.45
2017 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,11148,44.67
2017 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,2684,60.29
2017 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,18,44.44
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,1440,39.89
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,2138,62.08
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,1644,36.61
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,1236,40.38
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,192,52.04
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,1440,58.48
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,2138,36.09
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,1644,58.77
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,1236,56.34
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,192,44.90
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,1440,1.49
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,2138,1.29
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,1644,2.96
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,1236,3.29
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,192,3.06
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,1440,0.14
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,2138,0.55
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,1644,1.78
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,1236,0.00
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,192,0.00
2017 / 11,FDNY,Average response time to structural fires,Bronx,632,305.76
2017 / 11,FDNY,Average response time to structural fires,Brooklyn,970,266.60
2017 / 11,FDNY,Average response time to structural fires,Manhattan,626,329.71
2017 / 11,FDNY,Average response time to structural fires,Queens,566,302.96
2017 / 11,FDNY,Average response time to structural fires,Staten Island,96,301.88
2017 / 11,FDNY,Average response time to non-structural fires,Brooklyn,390,296.36
2017 / 11,FDNY,Average response time to non-structural fires,Manhattan,340,375.15
2017 / 11,FDNY,Average response time to non-structural fires,Queens,314,366.36
2017 / 11,FDNY,Average response time to non-structural fires,Staten Island,72,363.97
2017 / 11,FDNY,Average response time to non-fire emergencies,Bronx,10666,509.27
2017 / 11,FDNY,Average response time to non-fire emergencies,Brooklyn,16024,461.38
2017 / 11,FDNY,Average response time to non-fire emergencies,Manhattan,12278,511.06
2017 / 11,FDNY,Average response time to non-fire emergencies,Queens,10558,542.81
2017 / 11,FDNY,Average response time to non-fire emergencies,Staten Island,2756,483.21
2017 / 11,FDNY,Average response time to non-fire emergencies,Unspecified,12,650.33
2017 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,916,446.19
2017 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,1144,467.47
2017 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,978,432.68
2017 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,1016,439.84
2017 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,294,417.49
2017 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,19764,551.59
2017 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,23310,550.45
2017 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,19900,533.88
2017 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,16380,552.56
2017 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,3850,509.38
2017 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,38,641.32
2017 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,47204,691.30
2017 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,55102,663.94
2017 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,46166,704.52
2017 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,38044,625.03
2017 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,8426,587.00
2017 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,178,887.53
2017 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,4156,470.75
2017 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,7432,416.88
2017 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,5100,489.02
2017 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,5182,468.23
2017 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,1286,430.29
2017 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,10,425.00
2017 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,20752,521.88
2017 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,24898,497.94
2017 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,21436,508.17
2017 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,17516,502.15
2017 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,4116,461.95
2017 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,40,612.35
2017 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,9978,56.06
2017 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,16078,55.52
2017 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,13760,63.41
2017 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,10752,47.02
2017 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,2556,61.26
2017 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,12,33.33
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,864,44.29
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,1360,70.88
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,966,50.10
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,880,49.35
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,168,46.59
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,864,53.20
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,1360,28.26
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,966,47.49
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,880,47.84
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,168,52.27
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,864,2.05
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,1360,0.72
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,966,1.40
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,880,2.16
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,168,1.14
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,864,0.46
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,1360,0.14
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,966,1.00
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,880,0.65
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,168,0.00
2017 / 10,FDNY,Average response time to structural fires,Bronx,524,307.50
2017 / 10,FDNY,Average response time to structural fires,Brooklyn,794,294.72
2017 / 10,FDNY,Average response time to structural fires,Manhattan,518,301.76
2017 / 10,FDNY,Average response time to structural fires,Queens,442,311.77
2017 / 10,FDNY,Average response time to structural fires,Staten Island,96,303.46
2017 / 10,FDNY,Average response time to non-structural fires,Bronx,256,390.71
2017 / 10,FDNY,Average response time to non-structural fires,Brooklyn,398,317.50
2017 / 10,FDNY,Average response time to non-structural fires,Manhattan,386,364.01
2017 / 10,FDNY,Average response time to non-structural fires,Queens,318,402.35
2017 / 10,FDNY,Average response time to non-structural fires,Staten Island,90,365.24
2017 / 10,FDNY,Average response time to non-structural fires,Unspecified,2,551.00
2017 / 10,FDNY,Average response time to non-fire emergencies,Bronx,11508,538.24
2017 / 10,FDNY,Average response time to non-fire emergencies,Brooklyn,16872,452.40
2017 / 10,FDNY,Average response time to non-fire emergencies,Manhattan,13726,487.79
2017 / 10,FDNY,Average response time to non-fire emergencies,Queens,11134,539.97
2017 / 10,FDNY,Average response time to non-fire emergencies,Staten Island,2828,507.28
2017 / 10,FDNY,Average response time to non-fire emergencies,Unspecified,12,491.67
2017 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,970,447.00
2017 / 09,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,19992,546.18
2017 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,1252,420.00
2017 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,1028,420.50
2017 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,992,451.78
2017 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,312,414.34
2017 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,20992,539.97
2017 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,24168,519.13
2017 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,21948,518.40
2017 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,16978,535.33
2017 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,3976,501.97
2017 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,30,639.67
2017 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,50474,670.15
2017 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,58218,609.37
2017 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,51370,689.69
2017 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,39746,594.57
2017 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,8800,552.70
2017 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,180,943.86
2017 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,4628,485.50
2017 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,7708,413.46
2017 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,5770,467.32
2017 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,5304,462.62
2017 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,1322,416.11
2017 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,8,497.50
2017 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,22206,510.65
2017 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,26024,463.03
2017 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,23950,482.68
2017 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,18216,483.55
2017 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,4258,447.32
2017 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,30,621.93
2017 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,10754,56.82
2017 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,16424,58.80
2017 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,14962,64.29
2017 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,10940,49.41
2017 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,2650,63.93
2017 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,18,11.11
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,780,42.46
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,1192,70.13
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,904,45.83
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,760,41.21
